0,640,323,317,192,90,102,448,233,215
1,585,311,274,144,78,66,441,233,208
2,591,316,275,172,95,77,419,221,198
3,622,313,309,193,101,92,429,212,217
4,585,327,258,178,95,83,407,232,175
5,572,291,281,165,84,81,407,207,200
6,572,304,268,158,102,56,414,202,212
7,615,334,281,164,97,67,451,237,214
8,622,320,302,188,103,85,434,217,217
9,677,356,321,177,93,84,500,263,237
10,726,400,326,197,105,92,529,295,234
11,778,400,378,205,100,105,573,300,273
12,766,379,387,200,94,106,566,285,281
13,808,435,373,214,108,106,594,327,267
14,854,424,430,244,123,121,610,301,309
15,935,498,437,266,143,123,669,355,314
16,914,452,462,243,99,144,671,353,318
17,988,529,459,301,152,149,687,377,310
18,958,465,493,296,144,152,662,321,341
19,948,483,465,264,136,128,684,347,337
20,933,473,460,261,126,135,672,347,325
21,998,502,496,288,157,131,710,345,365
22,1001,484,517,283,140,143,718,344,374
23,1122,530,592,330,155,175,792,375,417
24,1185,585,600,360,170,190,825,415,410
25,1176,602,574,384,194,190,792,408,384
26,1076,587,489,318,177,141,758,410,348
27,1025,574,451,276,151,125,749,423,326
28,1065,575,490,306,173,133,759,402,357
29,917,498,419,282,143,139,635,355,280
30,949,485,464,313,145,168,636,340,296
31,960,487,473,312,154,158,648,333,315
32,907,470,437,287,140,147,620,330,290
33,867,474,393,270,129,141,597,345,252
34,855,459,396,272,133,139,583,326,257
35,813,438,375,230,121,109,583,317,266
36,814,428,386,236,123,113,578,305,273
37,778,400,378,230,116,114,548,284,264
38,768,402,366,211,123,88,557,279,278
39,804,415,389,263,139,124,541,276,265
40,729,366,363,201,91,110,528,275,253
41,747,385,362,232,102,130,515,283,232
42,789,396,393,227,101,126,562,295,267
43,755,378,377,200,84,116,555,294,261
44,782,411,371,219,112,107,563,299,264
45,819,405,414,225,101,124,594,304,290
46,811,412,399,251,124,127,560,288,272
47,852,443,409,245,126,119,607,317,290
48,971,505,466,283,140,143,688,365,323
49,1024,553,471,310,152,158,714,401,313
50,1034,524,510,338,166,172,696,358,338
51,1101,544,557,379,172,207,722,372,350
52,1105,550,555,372,163,209,733,387,346
53,1109,573,536,392,172,220,717,401,316
54,993,515,478,338,162,176,655,353,302
55,1090,538,552,337,152,185,753,386,367
56,1047,478,569,373,155,218,674,323,351
57,1015,479,536,368,167,201,647,312,335
58,938,453,485,292,134,158,646,319,327
59,881,435,446,295,145,150,586,290,296
60,951,409,542,301,110,191,650,299,351
61,799,370,429,238,114,124,561,256,305
62,723,344,379,244,122,122,479,222,257
63,685,313,372,184,84,100,501,229,272
64,582,245,337,177,75,102,405,170,235
65,555,223,332,164,62,102,391,161,230
66,522,214,308,146,57,89,376,157,219
67,631,267,364,151,55,96,480,212,268
68,603,252,351,151,54,97,452,198,254
69,590,249,341,125,63,62,465,186,279
70,9146,3204,5942,1688,581,1107,7458,2623,4835